AGI,dir,tp
AT5G11830,down,24 h
AT5G26090,down,24 h
AT2G06090,down,24 h
AT2G24880,down,24 h
AT4G16195,down,24 h
AT4G24975,down,24 h
AT1G11765,down,24 h
AT1G26795,down,24 h
AT1G26799,down,24 h
AT1G62160,down,24 h
AT4G03156,down,24 h
AT3G22040,down,24 h
AT4G21260,down,24 h
AT4G26280,down,24 h
AT5G10880,down,24 h
AT2G37140,down,24 h
AT1G58450,down,24 h
AT5G44330,down,24 h
AT5G43120,down,24 h
AT2G33090,down,24 h
AT2G33300,down,24 h
AT1G25330,down,24 h
AT5G27310,down,24 h
AT2G13640,down,24 h
AT2G27780,down,24 h
AT4G38070,down,24 h
AT4G00870,down,24 h
AT1G30670,down,24 h
AT1G12540,down,24 h
AT4G20810,down,24 h
AT4G10680,down,24 h
AT4G31690,down,24 h
AT3G29636,down,24 h
AT2G31690,down,24 h
AT1G65990,down,24 h
AT1G65170,down,24 h
AT2G27650,down,24 h
AT4G05250,down,24 h
AT4G05260,down,24 h
AT4G05270,down,24 h
AT2G32360,down,24 h
AT5G06890,down,24 h
AT5G25340,down,24 h
AT1G31370,down,24 h
AT3G58320,down,24 h
AT2G05430,down,24 h
AT1G23590,down,24 h
AT3G49270,down,24 h
AT2G11851,down,24 h
AT2G43255,down,24 h
AT3G27415,down,24 h
AT3G62097,down,24 h
AT4G17590,down,24 h
AT4G18320,down,24 h
AT2G02498,down,24 h
AT2G20970,down,24 h
AT2G34100,down,24 h
AT3G13677,down,24 h
AT5G35603,down,24 h
AT1G36922,down,24 h
AT1G51020,down,24 h
AT1G73020,down,24 h
AT1G02540,down,24 h
AT1G07680,down,24 h
AT1G10100,down,24 h
AT1G10190,down,24 h
AT1G10250,down,24 h
AT1G20400,down,24 h
AT1G20740,down,24 h
AT1G22120,down,24 h
AT1G23270,down,24 h
AT1G23570,down,24 h
AT1G23580,down,24 h
AT1G23640,down,24 h
AT1G23680,down,24 h
AT1G23690,down,24 h
AT1G24060,down,24 h
AT1G24380,down,24 h
AT1G24822,down,24 h
AT1G25300,down,24 h
AT1G26140,down,24 h
AT1G26350,down,24 h
AT1G28500,down,24 h
AT1G29580,down,24 h
AT1G30250,down,24 h
AT1G31270,down,24 h
AT1G31520,down,24 h
AT1G31620,down,24 h
AT1G31960,down,24 h
AT1G32650,down,24 h
AT1G33820,down,24 h
AT1G34400,down,24 h
AT1G35400,down,24 h
AT1G35614,down,24 h
AT1G35820,down,24 h
AT1G36230,down,24 h
AT1G36580,down,24 h
AT1G42700,down,24 h
AT1G43680,down,24 h
AT1G43720,down,24 h
AT1G44010,down,24 h
AT1G44674,down,24 h
AT1G46336,down,24 h
AT1G47280,down,24 h
AT1G47680,down,24 h
AT1G47813,down,24 h
AT1G48095,down,24 h
AT1G49260,down,24 h
AT1G49800,down,24 h
AT1G50530,down,24 h
AT1G51000,down,24 h
AT1G51970,down,24 h
AT1G54420,down,24 h
AT1G54700,down,24 h
AT1G54880,down,24 h
AT1G55220,down,24 h
AT1G57906,down,24 h
AT1G59535,down,24 h
AT1G62070,down,24 h
AT1G62210,down,24 h
AT1G62220,down,24 h
AT1G62920,down,24 h
AT1G64340,down,24 h
AT1G64870,down,24 h
AT1G65740,down,24 h
AT1G65760,down,24 h
AT1G67540,down,24 h
AT1G68875,down,24 h
AT1G69470,down,24 h
AT1G70040,down,24 h
AT1G70120,down,24 h
AT1G71470,down,24 h
AT1G72080,down,24 h
AT1G72580,down,24 h
AT1G78640,down,24 h
AT3G01250,down,24 h
AT3G04990,down,24 h
AT3G06090,down,24 h
AT3G12840,down,24 h
AT3G13370,down,24 h
AT3G15910,down,24 h
AT3G23040,down,24 h
AT3G23850,down,24 h
AT3G24260,down,24 h
AT3G25200,down,24 h
AT3G26390,down,24 h
AT3G27800,down,24 h
AT3G28020,down,24 h
AT3G28120,down,24 h
AT3G28260,down,24 h
AT3G28280,down,24 h
AT3G28780,down,24 h
AT3G28810,down,24 h
AT3G28990,down,24 h
AT3G29570,down,24 h
AT3G29791,down,24 h
AT3G30320,down,24 h
AT3G30370,down,24 h
AT3G30845,down,24 h
AT3G31400,down,24 h
AT3G31950,down,24 h
AT3G32120,down,24 h
AT3G32130,down,24 h
AT3G32180,down,24 h
AT3G32190,down,24 h
AT3G32960,down,24 h
AT3G42310,down,24 h
AT3G42380,down,24 h
AT3G42870,down,24 h
AT3G42940,down,24 h
AT3G42970,down,24 h
AT3G43260,down,24 h
AT3G43410,down,24 h
AT3G43480,down,24 h
AT3G43880,down,24 h
AT3G43970,down,24 h
AT3G44230,down,24 h
AT3G44580,down,24 h
AT3G45820,down,24 h
AT3G45910,down,24 h
AT3G46240,down,24 h
AT3G46390,down,24 h
AT3G47920,down,24 h
AT3G48220,down,24 h
AT3G48230,down,24 h
AT3G49610,down,24 h
AT3G51020,down,24 h
AT3G52830,down,24 h
AT3G54550,down,24 h
AT3G55570,down,24 h
AT3G56390,down,24 h
AT3G57900,down,24 h
AT3G60560,down,24 h
AT3G60920,down,24 h
AT3G62350,down,24 h
AT3G62380,down,24 h
AT3G62990,down,24 h
AT3G63020,down,24 h
AT4G00280,down,24 h
AT4G01170,down,24 h
AT4G03040,down,24 h
AT4G03160,down,24 h
AT4G03580,down,24 h
AT4G03740,down,24 h
AT4G04730,down,24 h
AT4G08740,down,24 h
AT4G09440,down,24 h
AT4G09860,down,24 h
AT4G10220,down,24 h
AT4G10880,down,24 h
AT4G11300,down,24 h
AT4G12930,down,24 h
AT4G13263,down,24 h
AT4G14260,down,24 h
AT4G14530,down,24 h
AT4G15050,down,24 h
AT4G15060,down,24 h
AT4G15096,down,24 h
AT4G16090,down,24 h
AT4G17850,down,24 h
AT4G17930,down,24 h
AT4G18000,down,24 h
AT4G18080,down,24 h
AT4G18090,down,24 h
AT4G19095,down,24 h
AT4G19620,down,24 h
AT4G20290,down,24 h
AT4G21950,down,24 h
AT4G22440,down,24 h
AT4G23080,down,24 h
AT4G23360,down,24 h
AT4G23370,down,24 h
AT4G23970,down,24 h
AT4G24030,down,24 h
AT4G25330,down,24 h
AT4G25510,down,24 h
AT4G25930,down,24 h
AT4G26040,down,24 h
AT4G27930,down,24 h
AT4G34550,down,24 h
AT4G34690,down,24 h
AT4G35680,down,24 h
AT4G35710,down,24 h
AT4G35725,down,24 h
AT4G36170,down,24 h
AT4G36370,down,24 h
AT4G36460,down,24 h
AT5G01130,down,24 h
AT5G01140,down,24 h
AT5G01440,down,24 h
AT5G02660,down,24 h
AT5G03750,down,24 h
AT5G05030,down,24 h
AT5G07490,down,24 h
AT5G11220,down,24 h
AT5G11660,down,24 h
AT5G12460,down,24 h
AT5G14990,down,24 h
AT5G16090,down,24 h
AT5G19710,down,24 h
AT5G21110,down,24 h
AT5G25000,down,24 h
AT5G25200,down,24 h
AT5G25600,down,24 h
AT5G25990,down,24 h
AT5G26100,down,24 h
AT5G26890,down,24 h
AT5G26970,down,24 h
AT5G27340,down,24 h
AT5G28090,down,24 h
AT5G28410,down,24 h
AT5G28690,down,24 h
AT5G29050,down,24 h
AT5G35510,down,24 h
AT5G35540,down,24 h
AT5G36080,down,24 h
AT5G36770,down,24 h
AT5G37520,down,24 h
AT5G37650,down,24 h
AT5G38190,down,24 h
AT5G38400,down,24 h
AT5G38490,down,24 h
AT5G38500,down,24 h
AT5G39010,down,24 h
AT5G39200,down,24 h
AT5G39870,down,24 h
AT5G41530,down,24 h
AT5G41630,down,24 h
AT5G44470,down,24 h
AT5G46300,down,24 h
AT5G50500,down,24 h
AT5G50880,down,24 h
AT5G50910,down,24 h
AT5G51090,down,24 h
AT5G51580,down,24 h
AT5G51650,down,24 h
AT5G52130,down,24 h
AT5G53670,down,24 h
AT5G53690,down,24 h
AT5G53790,down,24 h
AT5G54320,down,24 h
AT5G54330,down,24 h
AT5G54450,down,24 h
AT5G55010,down,24 h
AT5G55870,down,24 h
AT5G56070,down,24 h
AT5G56770,down,24 h
AT5G57730,down,24 h
AT5G60000,down,24 h
AT5G60380,down,24 h
AT5G61710,down,24 h
AT5G61720,down,24 h
AT2G02440,down,24 h
AT2G03180,down,24 h
AT2G04370,down,24 h
AT2G04675,down,24 h
AT2G04810,down,24 h
AT2G05360,down,24 h
AT2G05500,down,24 h
AT2G07280,down,24 h
AT2G07290,down,24 h
AT2G07310,down,24 h
AT2G10560,down,24 h
AT2G13450,down,24 h
AT2G14390,down,24 h
AT2G14810,down,24 h
AT2G15610,down,24 h
AT2G16020,down,24 h
AT2G16190,down,24 h
AT2G17960,down,24 h
AT2G18200,down,24 h
AT2G18610,down,24 h
AT2G18830,down,24 h
AT2G18920,down,24 h
AT2G18930,down,24 h
AT2G19300,down,24 h
AT2G20150,down,24 h
AT2G20805,down,24 h
AT2G21030,down,24 h
AT2G21655,down,24 h
AT2G21820,down,24 h
AT2G22320,down,24 h
AT2G22520,down,24 h
AT2G23040,down,24 h
AT2G24255,down,24 h
AT2G24950,down,24 h
AT2G27320,down,24 h
AT2G27670,down,24 h
AT2G29850,down,24 h
AT2G29880,down,24 h
AT2G30380,down,24 h
AT2G30690,down,24 h
AT2G30925,down,24 h
AT2G31460,down,24 h
AT2G31720,down,24 h
AT2G33420,down,24 h
AT2G36940,down,24 h
AT2G39520,down,24 h
AT2G40955,down,24 h
AT2G41590,down,24 h
AT2G41990,down,24 h
AT2G43450,down,24 h
AT2G02795,down,24 h
AT2G02835,down,24 h
AT2G04041,down,24 h
AT2G05752,down,24 h
AT2G06906,down,24 h
AT2G07215,down,24 h
AT2G10602,down,24 h
AT2G10975,down,24 h
AT2G11462,down,24 h
AT2G11623,down,24 h
AT2G11626,down,24 h
AT2G12875,down,24 h
AT2G13125,down,24 h
AT2G17305,down,24 h
AT5G13825,down,24 h
AT5G22190,down,24 h
AT5G28820,down,24 h
AT5G28885,down,24 h
AT5G30341,down,24 h
AT5G33898,down,24 h
AT5G34883,down,24 h
AT5G34905,down,24 h
AT5G35604,down,24 h
AT5G35945,down,24 h
AT5G50115,down,24 h
AT5G53905,down,24 h
AT5G54067,down,24 h
AT4G01245,down,24 h
AT4G01535,down,24 h
AT4G03165,down,24 h
AT4G05523,down,24 h
AT4G07932,down,24 h
AT4G08097,down,24 h
AT4G11385,down,24 h
AT4G15053,down,24 h
AT1G02965,down,24 h
AT1G05615,down,24 h
AT1G07476,down,24 h
AT1G11145,down,24 h
AT1G21323,down,24 h
AT1G21475,down,24 h
AT1G29355,down,24 h
AT1G35365,down,24 h
AT1G36925,down,24 h
AT1G43415,down,24 h
AT1G43722,down,24 h
AT1G47495,down,24 h
AT1G66045,down,24 h
AT1G66235,down,24 h
AT3G20155,down,24 h
AT3G24517,down,24 h
AT3G26616,down,24 h
AT3G28925,down,24 h
AT3G29385,down,24 h
AT3G29785,down,24 h
AT3G32904,down,24 h
AT3G33393,down,24 h
AT3G33494,down,24 h
AT3G44235,down,24 h
AT3G44935,down,24 h
AT3G48675,down,24 h
AT4G06490,down,24 h
AT2G09388,down,24 h
AT2G39975,down,24 h
AT2G42180,down,24 h
AT3G23172,down,24 h
AT5G29613,down,24 h
AT5G30520,down,24 h
AT2G03930,down,24 h
AT2G13126,down,24 h
AT2G14635,down,24 h
AT2G30985,down,24 h
AT1G05085,down,24 h
AT1G21395,down,24 h
AT1G53285,down,24 h
AT1G61097,down,24 h
AT3G49307,down,24 h
AT4G01985,down,24 h
AT4G27415,down,24 h
AT5G26805,down,24 h
AT5G35737,down,24 h
AT5G39630,down,24 h
AT5G54460,down,24 h
AT4G35610,down,24 h
AT1G48195,down,24 h
AT3G62850,down,24 h
AT5G15690,down,24 h
AT5G61110,down,24 h
AT2G07760,down,24 h
AT5G32613,down,24 h
AT4G05553,down,24 h
AT3G59845,down,24 h
AT2G17785,down,24 h
AT1G64380,down,24 h
AT5G02550,down,48 h
AT5G66460,down,48 h
AT1G72520,down,48 h
AT5G08505,down,48 h
AT3G50320,down,48 h
AT1G72820,down,48 h
AT1G03890,down,48 h
AT1G28030,down,48 h
AT2G44800,down,48 h
AT2G06960,down,48 h
AT1G50780,down,48 h
AT5G38120,down,48 h
AT5G09490,down,48 h
AT3G51190,down,48 h
AT5G17730,down,48 h
AT3G28510,down,48 h
AT3G28520,down,48 h
AT5G17740,down,48 h
AT5G17750,down,48 h
AT3G28415,down,48 h
AT4G27420,down,48 h
AT5G25320,down,48 h
AT1G20600,down,48 h
AT4G03170,down,48 h
AT1G50680,down,48 h
AT3G42723,down,48 h
AT1G49250,down,48 h
AT3G31900,down,48 h
AT3G32280,down,48 h
AT5G07650,down,48 h
AT3G32400,down,48 h
AT5G20310,down,48 h
AT3G11680,down,48 h
AT1G50760,down,48 h
AT1G50770,down,48 h
AT5G35810,down,48 h
AT5G04730,down,48 h
AT4G32630,down,48 h
AT4G09930,down,48 h
AT3G21880,down,48 h
AT4G10240,down,48 h
AT5G09780,down,48 h
AT1G10455,down,48 h
AT4G17580,down,48 h
AT4G05370,down,48 h
AT3G29740,down,48 h
AT2G40440,down,48 h
AT4G01160,down,48 h
AT5G35760,down,48 h
AT5G35890,down,48 h
AT5G09370,down,48 h
AT5G38160,down,48 h
AT5G38180,down,48 h
AT3G05440,down,48 h
AT5G44760,down,48 h
AT5G05120,down,48 h
AT5G27880,down,48 h
AT4G04404,down,48 h
AT3G01030,down,48 h
AT4G26030,down,48 h
AT5G22990,down,48 h
AT5G61470,down,48 h
AT2G15740,down,48 h
AT3G46070,down,48 h
AT5G15480,down,48 h
AT3G29340,down,48 h
AT3G45560,down,48 h
AT4G12210,down,48 h
AT5G50640,down,48 h
AT1G58390,down,48 h
AT2G12880,down,48 h
AT2G15180,down,48 h
AT1G05290,down,48 h
AT3G10116,down,48 h
AT2G01800,down,48 h
AT1G30060,down,48 h
AT4G00580,down,48 h
AT2G34890,down,48 h
AT3G61720,down,48 h
AT2G21010,down,48 h
AT1G23250,down,48 h
AT5G62240,down,48 h
AT1G09260,down,48 h
AT1G44478,down,48 h
AT2G39320,down,48 h
AT5G26130,down,48 h
AT3G25850,down,48 h
AT5G16430,down,48 h
AT2G37810,down,48 h
AT3G05300,down,48 h
AT1G32720,down,48 h
AT5G51900,down,48 h
AT1G32300,down,48 h
AT3G52350,down,48 h
AT1G71370,down,48 h
AT4G21895,down,48 h
AT1G36095,down,48 h
AT3G32330,down,48 h
AT5G28590,down,48 h
AT1G66420,down,48 h
AT4G00232,down,48 h
AT4G01260,down,48 h
AT2G01370,down,48 h
AT2G20613,down,48 h
AT5G41765,down,48 h
AT1G61700,down,48 h
AT4G19580,down,48 h
AT1G31530,down,48 h
AT1G40390,down,48 h
AT1G49015,down,48 h
AT4G21050,down,48 h
AT4G21080,down,48 h
AT4G21040,down,48 h
AT4G18870,down,48 h
AT5G37870,down,48 h
AT5G37900,down,48 h
AT5G15000,down,48 h
AT3G03272,down,48 h
AT3G27425,down,48 h
AT5G65370,down,48 h
AT3G23350,down,48 h
AT3G57960,down,48 h
AT3G57970,down,48 h
AT3G11870,down,48 h
AT3G26820,down,48 h
AT5G25310,down,48 h
AT2G29040,down,48 h
AT1G20735,down,48 h
AT1G12190,down,48 h
AT1G33020,down,48 h
AT3G16820,down,48 h
AT3G17480,down,48 h
AT3G17530,down,48 h
AT3G22350,down,48 h
AT3G22720,down,48 h
AT3G24700,down,48 h
AT5G38810,down,48 h
AT1G67455,down,48 h
AT3G22421,down,48 h
AT1G12870,down,48 h
AT1G51290,down,48 h
AT3G16880,down,48 h
AT4G04690,down,48 h
AT4G10190,down,48 h
AT1G26510,down,48 h
AT1G31510,down,48 h
AT1G32600,down,48 h
AT1G46912,down,48 h
AT1G50470,down,48 h
AT1G59630,down,48 h
AT1G71290,down,48 h
AT3G04250,down,48 h
AT3G06280,down,48 h
AT3G47130,down,48 h
AT3G47140,down,48 h
AT3G49440,down,48 h
AT3G52330,down,48 h
AT4G01640,down,48 h
AT4G13060,down,48 h
AT5G43550,down,48 h
AT5G62830,down,48 h
AT2G13630,down,48 h
AT5G44345,down,48 h
AT1G53360,down,48 h
AT1G64295,down,48 h
AT3G03405,down,48 h
AT1G11810,down,48 h
AT5G41490,down,48 h
AT3G25090,down,48 h
AT2G02660,down,48 h
AT3G23685,down,48 h
AT1G30790,down,48 h
AT1G30930,down,48 h
AT1G31090,down,48 h
AT3G18150,down,48 h
AT3G28410,down,48 h
AT3G29830,down,48 h
AT3G49040,down,48 h
AT1G20800,down,48 h
AT1G27550,down,48 h
AT1G36030,down,48 h
AT1G53550,down,48 h
AT1G54640,down,48 h
AT5G48550,down,48 h
AT1G20360,down,48 h
AT1G46984,down,48 h
AT1G47300,down,48 h
AT1G47810,down,48 h
AT1G52490,down,48 h
AT1G53370,down,48 h
AT1G54550,down,48 h
AT1G57580,down,48 h
AT1G60400,down,48 h
AT1G61060,down,48 h
AT1G66490,down,48 h
AT1G67130,down,48 h
AT3G17400,down,48 h
AT3G19890,down,48 h
AT3G20690,down,48 h
AT3G23950,down,48 h
AT3G23970,down,48 h
AT3G25550,down,48 h
AT3G44080,down,48 h
AT3G44090,down,48 h
AT3G44810,down,48 h
AT3G49450,down,48 h
AT3G60790,down,48 h
AT3G62230,down,48 h
AT4G11590,down,48 h
AT5G18160,down,48 h
AT5G25290,down,48 h
AT5G36730,down,48 h
AT5G39460,down,48 h
AT2G14710,down,48 h
AT2G15640,down,48 h
AT2G19630,down,48 h
AT2G20380,down,48 h
AT2G26850,down,48 h
AT2G42730,down,48 h
AT2G16365,down,48 h
AT1G47915,down,48 h
AT1G59675,down,48 h
AT2G40925,down,48 h
AT1G53815,down,48 h
AT4G00160,down,48 h
AT5G22670,down,48 h
AT5G56570,down,48 h
AT3G62440,down,48 h
AT2G29930,down,48 h
AT2G27520,down,48 h
AT5G53635,down,48 h
AT1G16940,down,48 h
AT5G44960,down,48 h
AT3G13680,down,48 h
AT4G05080,down,48 h
AT4G19930,down,48 h
AT4G23580,down,48 h
AT4G33290,down,48 h
AT5G38670,down,48 h
AT5G51250,down,48 h
AT2G22030,down,48 h
AT2G29600,down,48 h
AT1G11770,down,48 h
AT1G30710,down,48 h
AT1G30740,down,48 h
AT4G20800,down,48 h
AT1G19410,down,48 h
AT5G40750,down,48 h
AT5G11370,down,48 h
AT5G56325,down,48 h
AT5G56400,down,48 h
AT1G66310,down,48 h
AT3G49020,down,48 h
AT5G56430,down,48 h
AT5G56440,down,48 h
AT5G56452,down,48 h
AT2G33796,down,48 h
AT5G26730,down,48 h
AT5G45180,down,48 h
AT1G75530,down,48 h
AT1G61440,down,48 h
AT1G42190,down,48 h
AT2G30090,down,48 h
AT4G16220,down,48 h
AT5G03590,down,48 h
AT5G03820,down,48 h
AT5G42170,down,48 h
AT5G63170,down,48 h
AT2G19010,down,48 h
AT2G30310,down,48 h
AT1G20135,down,48 h
AT3G23860,down,48 h
AT1G48190,down,48 h
AT5G28180,down,48 h
AT2G29810,down,48 h
AT2G29820,down,48 h
AT1G65210,down,48 h
AT4G12960,down,48 h
AT3G31402,down,48 h
AT1G35150,down,48 h
AT1G42710,down,48 h
AT3G29450,down,48 h
AT3G29763,down,48 h
AT3G29765,down,48 h
AT1G27710,down,48 h
AT3G02670,down,48 h
AT4G33840,down,48 h
AT4G19750,down,48 h
AT4G19800,down,48 h
AT5G17500,down,48 h
AT4G16550,down,48 h
AT4G16560,down,48 h
AT3G47170,down,48 h
AT1G32910,down,48 h
AT4G29250,down,48 h
AT5G23970,down,48 h
AT5G38130,down,48 h
AT1G29780,down,48 h
AT2G21420,down,48 h
AT1G22100,down,48 h
AT2G17160,down,48 h
AT5G59616,down,48 h
AT2G36260,down,48 h
AT2G39030,down,48 h
AT5G15060,down,48 h
AT3G05975,down,48 h
AT3G24600,down,48 h
AT4G19470,down,48 h
AT5G49750,down,48 h
AT3G46350,down,48 h
AT1G33070,down,48 h
AT5G46320,down,48 h
AT5G38620,down,48 h
AT5G51860,down,48 h
AT1G48150,down,48 h
AT1G72350,down,48 h
AT4G36590,down,48 h
AT1G23300,down,48 h
AT4G00350,down,48 h
AT1G62410,down,48 h
AT4G32700,down,48 h
AT2G43730,down,48 h
AT3G44800,down,48 h
AT5G53960,down,48 h
AT5G20430,down,48 h
AT5G20440,down,48 h
AT2G44175,down,48 h
AT3G56520,down,48 h
AT3G60060,down,48 h
AT4G27190,down,48 h
AT5G28660,down,48 h
AT5G27140,down,48 h
AT2G44070,down,48 h
AT1G02210,down,48 h
AT1G60300,down,48 h
AT3G20760,down,48 h
AT2G05642,down,48 h
AT3G45760,down,48 h
AT3G24330,down,48 h
AT3G49200,down,48 h
AT5G22490,down,48 h
AT1G11990,down,48 h
AT3G23770,down,48 h
AT1G63140,down,48 h
AT4G35150,down,48 h
AT2G33845,down,48 h
AT3G28490,down,48 h
AT4G05340,down,48 h
AT1G06750,down,48 h
AT1G33830,down,48 h
AT1G33870,down,48 h
AT1G33910,down,48 h
AT1G65780,down,48 h
AT1G65810,down,48 h
AT3G28610,down,48 h
AT3G29800,down,48 h
AT5G37030,down,48 h
AT5G37140,down,48 h
AT5G37150,down,48 h
AT5G52090,down,48 h
AT5G66970,down,48 h
AT2G18190,down,48 h
AT2G27570,down,48 h
AT2G30630,down,48 h
AT3G51690,down,48 h
AT5G28780,down,48 h
AT5G41390,down,48 h
AT3G50808,down,48 h
AT4G40100,down,48 h
AT4G20100,down,48 h
AT2G38900,down,48 h
AT3G11350,down,48 h
AT2G41390,down,48 h
AT1G51910,down,48 h
AT5G38250,down,48 h
AT4G15715,down,48 h
AT5G09550,down,48 h
AT1G20750,down,48 h
AT3G06000,down,48 h
AT1G28040,down,48 h
AT1G53820,down,48 h
AT3G42830,down,48 h
AT2G38220,down,48 h
AT1G18770,down,48 h
AT1G21960,down,48 h
AT1G74620,down,48 h
AT1G77830,down,48 h
AT3G13228,down,48 h
AT3G14970,down,48 h
AT4G05350,down,48 h
AT4G12140,down,48 h
AT4G18110,down,48 h
AT5G05910,down,48 h
AT5G37280,down,48 h
AT5G41430,down,48 h
AT5G52150,down,48 h
AT5G53910,down,48 h
AT5G54990,down,48 h
AT2G03000,down,48 h
AT2G15260,down,48 h
AT2G25360,down,48 h
AT2G29840,down,48 h
AT3G45555,down,48 h
AT3G43750,down,48 h
AT3G45580,down,48 h
AT3G43180,down,48 h
AT2G25370,down,48 h
AT5G07225,down,48 h
AT3G52980,down,48 h
AT1G45100,down,48 h
AT5G05720,down,48 h
AT5G53720,down,48 h
AT5G59860,down,48 h
AT2G14870,down,48 h
AT2G21690,down,48 h
AT3G48840,down,48 h
AT2G14160,down,48 h
AT3G10845,down,48 h
AT5G52480,down,48 h
AT1G47920,down,48 h
AT3G58890,down,48 h
AT4G03630,down,48 h
AT3G59180,down,48 h
AT3G09510,down,48 h
AT1G18790,down,48 h
AT1G74480,down,48 h
AT5G66990,down,48 h
AT5G46025,down,48 h
AT1G63550,down,48 h
AT3G22020,down,48 h
AT1G51900,down,48 h
AT3G15490,down,48 h
AT1G63295,down,48 h
AT4G20220,down,48 h
AT3G04200,down,48 h
AT4G10290,down,48 h
AT5G66430,down,48 h
AT1G66690,down,48 h
AT1G66720,down,48 h
AT3G23460,down,48 h
AT3G44840,down,48 h
AT2G24620,down,48 h
AT3G43120,down,48 h
AT2G36210,down,48 h
AT4G19340,down,48 h
AT4G19360,down,48 h
AT5G03600,down,48 h
AT3G16600,down,48 h
AT1G18050,down,48 h
AT3G27600,down,48 h
AT5G06520,down,48 h
AT1G20240,down,48 h
AT1G20290,down,48 h
AT1G20690,down,48 h
AT1G57565,down,48 h
AT5G53270,down,48 h
AT1G63280,down,48 h
AT5G44316,down,48 h
AT3G46840,down,48 h
AT4G10520,down,48 h
AT4G10540,down,48 h
AT4G21630,down,48 h
AT5G11940,down,48 h
AT1G66210,down,48 h
AT5G58820,down,48 h
AT4G09070,down,48 h
AT5G39230,down,48 h
AT3G51570,down,48 h
AT4G09430,down,48 h
AT4G11340,down,48 h
AT5G17970,down,48 h
AT5G41540,down,48 h
AT5G45230,down,48 h
AT1G31380,down,48 h
AT1G31390,down,48 h
AT3G22080,down,48 h
AT3G46190,down,48 h
AT3G58240,down,48 h
AT3G58250,down,48 h
AT3G58260,down,48 h
AT3G58340,down,48 h
AT3G58360,down,48 h
AT3G58400,down,48 h
AT3G58410,down,48 h
AT2G01790,down,48 h
AT2G05410,down,48 h
AT2G05420,down,48 h
AT2G15710,down,48 h
AT2G25330,down,48 h
AT2G42470,down,48 h
AT2G42480,down,48 h
AT3G44805,down,48 h
AT2G06541,down,48 h
AT1G61105,down,48 h
AT5G38344,down,48 h
AT1G47370,down,48 h
AT1G52900,down,48 h
AT1G57830,down,48 h
AT1G57850,down,48 h
AT1G60320,down,48 h
AT2G03030,down,48 h
AT2G03300,down,48 h
AT1G09665,down,48 h
AT4G19910,down,48 h
AT1G51210,down,48 h
AT3G01010,down,48 h
AT4G08430,down,48 h
AT5G28235,down,48 h
AT3G32090,down,48 h
AT1G80990,down,48 h
AT4G01780,down,48 h
AT2G02550,down,48 h
AT2G04750,down,48 h
AT1G68280,down,48 h
AT2G07020,down,48 h
AT5G02730,down,48 h
AT2G38150,down,48 h
AT1G47780,down,48 h
AT1G52460,down,48 h
AT3G55190,down,48 h
AT5G22960,down,48 h
AT1G52695,down,48 h
AT1G52470,down,48 h
AT2G27240,down,48 h
AT5G13940,down,48 h
AT5G35830,down,48 h
AT5G50140,down,48 h
AT5G60070,down,48 h
AT2G16835,down,48 h
AT3G29750,down,48 h
AT3G30770,down,48 h
AT4G12920,down,48 h
AT4G30030,down,48 h
AT4G30040,down,48 h
AT5G24820,down,48 h
AT5G45120,down,48 h
AT4G04985,down,48 h
AT1G31450,down,48 h
AT2G28010,down,48 h
AT2G28220,down,48 h
AT5G13350,down,48 h
AT2G34315,down,48 h
AT1G33880,down,48 h
AT2G31215,down,48 h
AT2G15170,down,48 h
AT4G32100,down,48 h
AT4G32105,down,48 h
AT3G25810,down,48 h
AT1G69190,down,48 h
AT1G32280,down,48 h
AT3G57310,down,48 h
AT5G56480,down,48 h
AT1G43666,down,48 h
AT1G66850,down,48 h
AT3G22580,down,48 h
AT5G52160,down,48 h
AT1G43667,down,48 h
AT2G14846,down,48 h
AT3G43990,down,48 h
AT4G23120,down,48 h
AT2G25120,down,48 h
AT1G66120,down,48 h
AT4G20080,down,48 h
AT1G66360,down,48 h
AT4G15755,down,48 h
AT1G23240,down,48 h
AT5G29560,down,48 h
AT3G54570,down,48 h
AT2G04910,down,48 h
AT2G42930,down,48 h
AT4G16165,down,48 h
AT5G07170,down,48 h
AT5G27080,down,48 h
AT5G26900,down,48 h
AT5G66220,down,48 h
AT1G18130,down,48 h
AT5G27800,down,48 h
AT1G07850,down,48 h
AT2G16200,down,48 h
AT2G29250,down,48 h
AT4G12270,down,48 h
AT5G52700,down,48 h
AT5G52720,down,48 h
AT5G52730,down,48 h
AT5G52740,down,48 h
AT1G59800,down,48 h
AT5G39370,down,48 h
AT3G57370,down,48 h
AT1G63190,down,48 h
AT1G63200,down,48 h
AT1G63205,down,48 h
AT4G03570,down,48 h
AT4G03590,down,48 h
AT4G03565,down,48 h
AT5G17110,down,48 h
AT5G17120,down,48 h
AT5G17140,down,48 h
AT1G03720,down,48 h
AT5G17080,down,48 h
AT5G17130,down,48 h
AT4G09690,down,48 h
AT5G55800,down,48 h
AT2G44400,down,48 h
AT1G45243,down,48 h
AT4G29630,down,48 h
AT1G29620,down,48 h
AT2G34120,down,48 h
AT1G61688,down,48 h
AT1G56553,down,48 h
AT5G55565,down,48 h
AT3G16895,down,48 h
AT2G42885,down,48 h
AT5G54745,down,48 h
AT5G60500,down,48 h
AT4G11180,down,48 h
AT5G44300,down,48 h
AT1G65450,down,48 h
AT3G10595,down,48 h
AT2G03290,down,48 h
AT3G09990,down,48 h
