Term,ug_root_dark,ug_root_light,ug_leaf_dark,ug_leaf_light,gcr_40cGy,gcr_80cGy,rad_100Gy_co60_90m_a,rad_100Gy_co60_1440m_a,rad_100Gy_co60_180m,rad_100Gy_co60_90m_b,rad_100Gy_co60_1440m_b,rad_100Gy_co60_90m_c,rad_100Gy_co60_1440m_c,rad_10cGy_cs137_24h,rad_100cGy_cs137_24h
gehring_L3_state::13. PEN g2/m-phase,0.0109412711182622,0.8579543700410609,0.8586971380782746,0.0218931101094655,0.0846642964042221,0.0026612961231388,0.0,0.004667444574095682,0.0,0.0,0.7941579187585577,0.0,0.029329962073324906,0.6540992788629839,0.11141300637621004
gehring_L3_state::14. FUN cc,0.4610964256981956,0.051165184150555,0.8559496714905312,0.2442029329410089,0.0109750013857324,0.8217176455104593,0.9947866116982913,1.0,0.9983365878353945,0.42896321927463793,0.772296236897875,0.7475662761955001,0.9176398330054862,0.9601750011619354,0.9971911416500301
gehring_L3_state::14. MCE_ESR gen,0.5395655760241957,0.4563233376792698,0.6284780764102396,0.2214921394127102,0.6924146366064183,0.6772547258400359,0.9593582861412616,0.9152039670658683,0.9358139871266363,0.5976806580920011,0.5269783810960281,0.45092186414593244,0.8155674998299076,0.6987138740571236,0.7780344885317261
gehring_L3_state::14. PEN gen II,0.8807856156036892,0.6414662107523977,0.860606962213627,0.3149146812620734,0.7127555335427727,0.286156947097667,0.37282610595494037,0.9826915597043951,0.8312740740527576,0.7560000803358036,0.6832842170398732,0.5927869442400966,0.6620254636912628,0.8317860752978238,0.9309459815423922
gehring_L3_state::15. OVL senes,0.1855008706809641,0.131286468463462,1.0,0.0265103697024346,1.0,0.9807063628986752,0.9281686358754028,0.7315842963074491,0.9723276921964272,0.15010927495111384,0.7916770810888458,0.05029581137396702,0.9610440782866506,0.6066933638443937,0.8292177435823844
gehring_L3_state::15. PEN,0.8149395477413074,0.3907159516951474,0.8865934024194926,0.4083678990081154,0.9823256987436664,0.4994833688746235,0.94004680683033,0.7846094007120845,0.810561681032499,0.9379222541527935,0.6411941000176293,0.4100313003513035,0.7813967323912483,0.6718108677490828,0.8399135394991748
gehring_L3_state::15. PEN gen III,0.975824617860016,0.9446223387795784,0.8508980723155702,0.3330471488874579,0.7307252760868218,0.3000111833194577,0.9592441235829827,0.34923467636762995,0.6841397684548172,0.719297609289122,0.520092748925058,0.049223016668009933,0.16246498599439776,0.6223057231352426,0.9188275812585205
gehring_L3_state::16. CPT pers nuc,0.6900925671340848,0.5622446564374879,0.5261330953089358,0.5382051985729408,0.9637270661271548,0.668250041883888,0.13702086938283256,0.856631660832361,1.0,0.5418825691390011,0.3766135970057538,0.8549074036276552,1.0,0.6612636664124077,0.765468417402119
gehring_L3_state::16. PEN dehyd,0.6512693611951242,0.5823513067355311,0.8620230929439499,0.0324616771866546,1.0,0.3013650158548701,0.549781081222799,0.8324387397899651,0.7715339553048384,0.6032690933817643,0.52566764262266,0.40428638129514083,0.6503896388550763,0.6928699955015744,0.8193562761751189
gehring_L3_state::16. PEN s-phase,0.3818503620273532,0.9858119532456076,1.0,0.1287830006439149,0.850491341151504,0.930436088698588,0.6732332468145351,0.9454888300322432,0.3108619906074837,0.7513406037235645,0.2539071274991175,0.43634830946797715,0.44534096824570535,1.0,0.5494918602058045
gehring_L3_state::17. CPT trans nuc,0.5346483720187677,0.0291357298635105,0.8774471883368045,0.1991183317648224,0.7330982809687113,0.6179196935913113,1.0,0.9483321093661733,0.6169410403706456,0.2145463620604761,0.05986640810170222,0.0060405841726003376,1.0,0.6233406654485896,0.8300686422233383
gehring_L3_state::17. CZSC plac phos,0.7840514883346741,0.7895197225566774,0.8314760217467745,0.2449774571686203,0.678031865271101,0.2267424296914335,1.0,0.9253860699653325,0.7554718370513553,0.8750497077785142,0.7320287539936102,0.8687132762146351,1.0,0.925090471911204,0.8832847085492465
gehring_L3_state::17. PEN gen IV,0.6898915270472827,0.6679077521533759,0.8033449487894543,0.2762395363811977,0.929033867302256,0.8161745846798719,0.3037498033663678,0.8141844779007883,0.6800141430213029,0.3225393254916663,0.5427351804789355,0.44542808910210135,1.0,0.7385679306465489,0.8596737265747814
gehring_L3_state::18. CZSC gen,0.7475108998782356,0.8466957667452428,0.8770878181680289,0.3423231412410853,0.3780698753223022,0.7110983241027117,1.0,0.06783308383233533,0.8785058219425761,0.9370924309768679,0.25025641025641027,0.4414922300615321,1.0,0.6604262704650726,0.8806624885878077
