Term,ug_root_dark,ug_root_light,ug_leaf_dark,ug_leaf_light,gcr_40cGy,gcr_80cGy,rad_100Gy_co60_90m_a,rad_100Gy_co60_1440m_a,rad_100Gy_co60_180m,rad_100Gy_co60_90m_b,rad_100Gy_co60_1440m_b,rad_100Gy_co60_90m_c,rad_100Gy_co60_1440m_c,rad_10cGy_cs137_24h,rad_100cGy_cs137_24h,hypoxia_1pct,anoxia_0pct,submergence,gravitropism_12h,gravitropism_24h
gehring_L3_state::18. CZSC gen,0.7450301723078436,0.8439049017807968,0.8767975463672927,0.3360380045173328,0.3780589085200059,0.7107919531448943,1.0,0.0684137291280148,0.8161349621266443,0.9351023234204936,0.2500149602058524,0.4412367174497503,1.0,0.6382371491643015,0.8924999815941435,0.1105451092493496,0.6969313063063063,1.0,0.7280986231558831,0.026122448979591838
gehring_L3_state::18. CZSC plac call,0.0666849115124977,0.6736578028712861,0.8820668644780477,0.3226424382517872,0.3982404047069174,0.7390490403349501,1.0,0.8110540039111468,0.9515870739519098,0.9437710058921966,0.8212695406688796,0.9832703723691312,1.0,0.9642343414614296,0.8523620786394509,0.2286067781745285,0.550925925925926,1.0,0.21057408318976126,0.6400359550561797
gehring_L3_state::18. FUN epid,0.741289145821214,0.8320689733983359,0.9281849483521888,0.2943735591064472,0.7838997030682944,0.7583705056301899,0.9941657398193136,0.8539085914085914,0.9412679676554624,0.9526555900868596,0.515839085493034,0.1275452616370942,0.9421106594418872,0.6357271867205642,0.8575902071026972,0.0,0.0052083333333333,1.0,0.5997968090068561,0.07886970172684458
gehring_L3_state::19. CPT pers nuc,0.8926817462914486,0.28631659996709,0.8621211547920845,0.251272725604946,0.5702582745591156,0.8320107536308115,0.1528252816082822,0.9330192364026952,0.7905492614369711,0.4421096886412161,0.0550535575369517,1.0,1.0,0.6411511581774347,0.841873650748464,0.7302086951487785,1.0,0.2144075233033659,0.41223852077845985,0.8544748631159782
gehring_L3_state::19. CZSC plac phos,0.248323754789272,0.0562626852208057,0.9641968131884512,0.3398208323396137,0.2708264599142197,0.4449673202614378,1.0,1.0,0.4302546731338413,0.3442330365931487,0.2457590808449524,0.0510076927967448,1.0,0.6824660990223904,0.8703892043041364,0.1558729562112384,0.853219696969697,0.6768276674400948,0.8070608231152118,0.04163265306122449
gehring_L3_state::19. ii1 basal cont PS,0.6758354408850239,0.39638401325801,0.8496552172177932,0.0693050688877066,1.0,0.7319656457624372,1.0,0.8573447560842518,1.0,0.7130008781254332,0.1778108759031563,0.8646583833499721,1.0,0.8724604519152493,0.9558650185040212,0.8743580184915323,0.7842116013071895,0.6672859856951273,0.3810730986955452,0.1591292517006803
gehring_L3_state::2. EMB low proto,0.6361765561372892,0.0374507514956953,0.1302672569273651,0.812640320073686,0.1657318816672165,0.0,0.0,0.84658880080958,0.3692489986854854,0.1010146109603296,0.5197902809296502,0.491178778308606,0.2246386164171399,0.6058590184069446,0.7552058646949158,0.7123515109412991,1.0,0.2319539349043148,0.11090202743717373,0.3612396069538927
gehring_L3_state::2. EMB up proto II,0.9952107279693486,0.0421248822678853,0.9037193131511873,0.9391926417986716,0.7190696139887826,0.3596672608437314,1.0,0.0451519536903039,0.0158408264779031,0.0200226819443901,0.0,0.0387285218094112,0.0239324433955306,0.0451457975986277,0.12058014977723,0.0018855753485833,0.7173408488063661,0.9808217340264966,0.01715099274890461,0.0374421768707483
gehring_L3_state::20. CZSC plac call,0.0217113665389527,0.3343061432949074,0.4679156908665106,0.4399053793975562,0.734255971872738,0.835718825079439,1.0,0.8132791220937117,0.7135751182049249,0.2325194985554329,0.9054763766583136,0.2906999456064876,1.0,0.8698509038131679,0.1109109868233955,0.6346047185335602,0.6495172764227641,1.0,0.414930749781845,0.31281632653061225
gehring_L3_state::20. CZSC plac phos,0.9811234954913116,0.4035727725851913,0.8119498425237317,0.0997964294231883,0.3986829081942732,0.8424480095068331,1.0,0.9365963906223648,0.8928725082460921,0.810476307347089,0.6893504518045017,0.4657449072471571,1.0,1.0,0.8874417795491029,0.2082315354256718,0.4986979166666667,1.0,0.2174132414472065,0.05139307897071872
gehring_L3_state::20. ii1 endothel,0.8683394303485926,0.8815586500177189,0.8190343208035161,0.3250624474374584,1.0,0.769283422459893,1.0,0.8348185296846011,1.0,0.6874139858242178,0.8899908062734943,0.5236987006640663,1.0,0.7644228351077207,0.8896875667212297,0.3517684645743281,0.50625,0.9539489243497292,0.1342721864756586,0.10285714285714287
gehring_L3_state::21. CZSC plac call,0.0669433801617709,0.466249954399533,1.0,0.334893189329154,0.4023639780241849,0.8444750596694766,0.9892480433369036,0.821551152928704,1.0,0.7209324220000376,0.706659061139984,0.7139251308308401,1.0,1.0,0.5584488504196533,0.4383968572485162,0.5600818452380952,0.9528201688188273,0.21625573685048716,0.4974317111459969
gehring_L3_state::21. ii1 endothel,0.4074369931218561,0.3714557913996116,0.7373116308187632,0.071857434849259,1.0,0.8398098633392751,0.9747329881381278,0.7391271231624648,0.6249797648305397,0.3186490130633717,0.0039323969669251,0.020255402264748,1.0,0.6553390097760959,1.0,0.8515770305037296,0.7105216622458002,0.3819451709958563,0.2276874515553646,0.5312134831460674
gehring_L3_state::21. ii1'/ii2,0.9235840537359472,0.2727773419897524,0.5433893390633495,0.5080115409740873,0.4907912356628564,0.280698752228164,0.8567129469488539,0.8332792207792207,0.78926881235787,0.5401274064490725,0.7271187729750286,0.7872327323923162,1.0,0.6092921647888535,0.9973341161957632,0.8539682225673185,0.7032696759259259,1.0,0.7682178961771047,0.05587301587301587
gehring_L3_state::22. ii1 basal cont PS,0.5079648493815919,0.0634758499927039,0.8954801947639234,0.3464693615434546,0.7625913182825093,0.5607425164423137,1.0,1.0,0.6684522670748039,0.1884426368412133,0.0732900484710669,0.0110283496904254,0.8324405357688469,0.6340018921475875,0.800290823687735,0.5655644467304325,0.7086588541666667,0.3001705326247123,0.2166133398966281,0.4373033707865168
gehring_L3_state::22. ii1'/ii2  high sene,0.7815993349370313,0.6499080694586313,0.6035907525823906,0.1276731059702679,0.3739436083546938,0.2291889483065953,0.1331838309355936,1.0,0.9865059873798938,0.2340839294580628,0.6365205395752561,0.3082245861866001,1.0,0.5922421948912016,0.935216608209309,0.7547959463952698,0.9181997090784632,0.3282555620508236,0.34879203593541336,0.0
gehring_L3_state::23. ii1 endothel,0.6954963575546036,0.0341182693710783,0.8835748609482008,0.0709703060239595,0.9729749948209586,0.7596064973690231,1.0,0.9932012168108922,0.8199036471468077,0.1603965429588205,0.0369959906648315,0.0160011328235627,0.8035499176438775,0.7840586565752129,0.8743817166038004,0.564572685621661,0.7940625,0.2226539665073415,0.6996050818044833,0.3444943820224719
gehring_L3_state::23. ii1 endothel s-phase,0.6839729268219293,0.3234729315628192,0.6051698695659548,0.0834610798841764,1.0,0.8528314822432469,1.0,0.9788943560057888,0.2767680632612716,0.4115248539680233,0.0,0.0089403154823715,1.0,0.6427076021607105,0.8692823083257927,0.4398575894407781,0.7035072207486002,0.5057705878549158,0.3270033162303598,0.6033610161211529
gehring_L3_state::23. oi1 flav synth,0.6902796254970961,0.6621039104093996,0.5838448213178211,0.1799030129581047,0.6951666116793137,0.605974180305731,1.0,1.0,0.7475261723791768,0.3210303338417217,0.349072548273968,0.5300416658604387,0.7755528379845533,0.7593770467942654,0.7994055091104291,0.4642521545359357,0.5844184027777778,0.9034106291751404,0.40711511091611463,0.049171668667466986
gehring_L3_state::24. ii1',0.4367984136586677,0.3909054428717349,0.8865157822753831,0.3357909336447916,0.3899242709060636,0.8126279470960324,0.7534920846082215,0.8214025974025975,1.0,0.9631418403660396,0.7069003475859125,0.257371258740901,1.0,0.9357347055460262,0.9840485141016148,0.1016325112886419,0.7018887770968627,0.76181592039801,0.4250356879153334,0.6362051847766134
gehring_L3_state::24. oi1 flav synth polyester,0.6703961242001164,0.7415702833363932,0.5035661583866208,0.1751238057827471,0.3635018784389268,0.2403351158645276,1.0,0.9163407950241708,0.6647067259429227,0.9503753287114513,0.3591583217137787,0.6277606725823396,0.6937300475171999,0.6531693472090824,0.6618745996726211,0.2090906650200016,0.7216061827956989,1.0,0.6163605038820398,0.04096474953617811
gehring_L3_state::25. ii2 gen,0.997672310798006,0.659537360014687,0.8694048204623709,0.8123615890429627,0.980895331573738,0.9356362572165908,1.0,0.7787437052743176,0.8598642382523065,0.8123368920521945,0.4370501823917972,0.6523357068684171,1.0,0.6611383050196755,0.9978649206462172,0.6615297876339034,0.5715579710144928,0.7577383765544088,0.10750676839773567,0.6529717163889965
gehring_L3_state::25. oi2 gen,0.8873389539061698,0.4019184872406829,0.7992685900040634,0.556947190686721,0.9613134159866124,0.8045340301107379,1.0,0.7769063079777365,0.8457433559519048,0.3672258939162853,0.4562104801228732,0.4934136167447249,0.9422334933429942,0.9013150371640938,0.8585482555306766,0.4943196740060488,0.8934659090909092,1.0,0.6518803522567029,0.584119850187266
gehring_L3_state::26. oi1 flav synth,0.6230852587449731,0.249917707064297,0.791312201140203,0.1209834981514322,0.9626139646417908,0.8316316102198454,1.0,0.8437399006523431,0.621110666643477,0.0313167259786476,0.0020645084076356,0.0335261830588933,1.0,0.7730684326710817,0.9215177655788142,0.9113373062303348,0.8937499999999999,0.499381039166466,0.4619875844340526,0.6558340535868625
gehring_L3_state::27. oi1 basal,0.6290831381464131,0.4668694763956122,0.8383321536117476,0.3570820254519795,1.0,0.8890538705296515,1.0,0.8491121123774185,0.6317110174807907,0.192897087660687,0.0638621267428639,0.0652563205967745,1.0,0.6754966887417219,1.0,0.7096041949950438,0.9206349206349206,0.9986351016453312,0.4836204774796948,0.7856034795215658
gehring_L3_state::27. oi1 flav synth high PCD,0.3931609947643979,0.4734551634749916,0.8789934436232543,0.0415176290240163,0.5035466842626195,0.2937136066547832,0.6140684644937873,0.9304267161410018,0.6413402935308425,0.7654209136548367,0.0244988331039435,0.4415067769023278,1.0,0.6738287956831003,0.9889365842435044,0.0419362633232206,0.0434027777777777,0.7176477164738108,0.45077528919517595,0.00943820224719101
