Term,ug_root_dark,ug_root_light,ug_leaf_dark,ug_leaf_light,gcr_40cGy,gcr_80cGy
gehring_L3_state::21. ii1 endothel,0.4074369931218561,0.3714557913996116,0.7373116308187632,0.07185743484925908,1.0,0.8398098633392751
gehring_L3_state::21. ii1'/ii2,0.9235840537359471,0.27277734198975245,0.5433893390633495,0.5080115409740873,0.4907912356628564,0.280698752228164
gehring_L3_state::22. ii1 basal cont PS,0.5079648493815919,0.06347584999270393,0.8954801947639234,0.3464693615434546,0.7625913182825093,0.5607425164423137
gehring_L3_state::22. ii1'/ii2  high sene,0.7815993349370313,0.6499080694586313,0.6035907525823906,0.1276731059702679,0.3739436083546938,0.22918894830659534
gehring_L3_state::23. ii1 endothel,0.6954963575546036,0.03411826937107836,0.8835748609482008,0.07097030602395957,0.9729749948209586,0.7596064973690231
gehring_L3_state::23. ii1 endothel s-phase,0.6839729268219293,0.3234729315628192,0.6051698695659548,0.08346107988417646,1.0,0.8528314822432469
gehring_L3_state::23. oi1 flav synth,0.6902796254970961,0.6621039104093996,0.5838448213178211,0.17990301295810476,0.6951666116793137,0.605974180305731
gehring_L3_state::24. ii1',0.43679841365866773,0.39090544287173495,0.8865157822753831,0.3357909336447916,0.38992427090606363,0.8126279470960324
gehring_L3_state::24. oi1 flav synth polyester,0.6703961242001164,0.7415702833363932,0.5035661583866208,0.17512380578274717,0.3635018784389268,0.24033511586452763
gehring_L3_state::25. ii2 gen,0.997672310798006,0.659537360014687,0.8694048204623709,0.8123615890429627,0.980895331573738,0.9356362572165909
gehring_L3_state::25. oi2 gen,0.8873389539061698,0.40191848724068296,0.7992685900040634,0.556947190686721,0.9613134159866124,0.8045340301107379
gehring_L3_state::26. oi1 flav synth,0.6230852587449731,0.24991770706429708,0.791312201140203,0.12098349815143225,0.9626139646417909,0.8316316102198454
gehring_L3_state::27. oi1 basal,0.6290831381464131,0.4668694763956122,0.8383321536117476,0.3570820254519795,1.0,0.8890538705296515
gehring_L3_state::27. oi1 flav synth high PCD,0.3931609947643979,0.4734551634749916,0.8789934436232543,0.04151762902401635,0.5035466842626195,0.2937136066547832
gehring_L3_state::28. oi1 flav synth high PCD,0.5350549011052939,0.5983480470840021,0.8184564067879979,0.33936879756878147,0.9827929266990242,0.9252009456264776
gehring_L3_state::28. oi1 flav synth s-phase,0.5903125320808952,0.28112748674546423,0.9994589276930644,0.06619593998234775,0.36150518714029106,0.22085052202699262
gehring_L3_state::29. oi micr,0.7716274893016806,0.7411598934773092,0.733065706170763,0.8931171390256204,0.698558485394513,0.23362249950485242
gehring_L3_state::3. EMB inn cotyl,0.8508717504136353,0.09805924412665987,0.8755336940482047,0.32222044180777487,0.34221379082810954,0.0
gehring_L3_state::3. EMB low proto,0.6430326043484584,0.23319818223510036,0.8501371210640865,0.8272919860330438,0.11840151765094027,0.4081739750445633
gehring_L3_state::3. EMB sus,0.3860552362707535,0.7546573276910356,0.5669781931464174,0.9397302796327213,0.5597987462883537,0.2479857397504456
gehring_L3_state::30. oi1 flav synth g2m-phase,0.650640245139819,0.4691353590229995,0.8963449241363654,0.021291091807187874,0.340778620917189,0.2880855614973262
gehring_L3_state::30. oi1 flav synth s-phase,0.48942881035485747,0.6324107630095009,1.0,0.10919288512543496,0.9986910619253224,0.9039579721565537
gehring_L3_state::31. oi2 LTP,0.7058229292522487,0.07685111838402368,0.8213846532218397,0.8640422529612847,0.9566906670289363,0.8224555276656116
gehring_L3_state::31. oi2 gen I,0.35238874345549737,0.14916824748285423,0.851285046728972,0.1146525293817067,0.4081483210081194,0.7127053338818046
gehring_L3_state::32. oi2 VLCFA synth,0.5422709424083769,0.07828688165766817,0.6190359075258238,0.15763924374041902,0.48282711302930936,0.5496765979118919
gehring_L3_state::32. oi2 gen,0.6286179986170107,0.020312271997665256,0.8746925725528776,0.3331088090924575,0.7717087745874787,0.8554862829182474
gehring_L3_state::33. oi2 VLCFA synth,0.806248277762469,0.14333256449965404,0.8522616268194508,0.7178059155930437,1.0,0.8449473058760985
gehring_L3_state::33. oi2 gen II,0.5320434329786635,0.5161493402263868,0.8920868175110673,0.0816665450032849,0.3559174247066032,0.6878619007411577
gehring_L3_state::34. oi2 s-phase,0.6100582772375965,0.22650041107152644,0.7630964092474176,0.20527549204447343,0.3970993428268255,0.5814474153297682
gehring_L3_state::4. EMB cort init,0.2893457117595049,0.9600697631723885,1.0,1.0,0.4045007148355878,0.9888770053475936
gehring_L3_state::4. EMB unknown I,1.0,0.9599307613627422,0.9810304449648712,0.1485747928284197,0.1513361926756846,0.24886512180629827
gehring_L3_state::4. EMB vasc prim,0.6456639189038654,0.4704792105429369,0.5332636497786523,0.3331421094359325,0.4098165114331396,0.0
gehring_L3_state::5. EMB gro tiss init,0.602725512652705,0.05547237325449343,0.8632163890402945,0.028726448843310277,0.4090587736249234,0.0
gehring_L3_state::5. EMB unknown II,0.24030535237431785,0.675399531156134,0.874262174126906,0.15196516777380345,0.009798746288353678,0.0
gehring_L3_state::5. EMB vasc hypoph,0.09347949482049099,0.7104474248550482,0.9285189116421156,1.0,0.1649874375047585,0.7545098039215686
gehring_L3_state::6. CZE nodule,0.6501497302871649,0.1501657251255967,0.1304107230693556,0.13519929048414023,1.0,0.8546651387827857
gehring_L3_state::6. EMB cort init,0.514992364746946,0.15067162287741825,0.5855570585341859,0.033369107242229114,0.1695338643540557,0.0
gehring_L3_state::6. EMB unknown,0.10380747126436782,0.39355026995476433,0.8741847747461011,1.0,0.42866619400942035,0.4910860236350432
gehring_L3_state::7. CZE apical cyst,0.7165392543693249,0.0,0.8778980160682079,0.4558510215438429,0.6661428397784298,0.8850118203309693
gehring_L3_state::7. CZE basal cyst,0.3274135332381406,0.4735683111576881,0.8722363890542886,0.06067961165048544,1.0,0.8491952681899205
gehring_L3_state::7. EMB hypoph,0.6583463691312306,0.15011180741517818,0.3068740777176586,0.02002146434533747,0.14834213130979876,0.0
gehring_L3_state::8. CZE basal cyst,0.3214057653712826,0.028564132496716767,0.7795868175110675,0.3259533084240931,1.0,0.7411934470758
gehring_L3_state::8. CZE nod-like,0.5467316846627192,0.5829564230518884,0.0,0.4311934934848124,1.0,0.6179469434832756
gehring_L3_state::8. EMB  s-phase,0.6398978330424665,0.2231176127243543,0.72,0.34943355309894436,0.44253134279115797,0.0
gehring_L3_state::9. CZE nod-like,0.6150685774376874,0.5913088335940053,0.23804945669185706,0.8977366270973898,1.0,0.8183164983164983
gehring_L3_state::9. EMB g2/m-phase,0.07191890166028098,0.31997010098363,0.7915330571068276,0.020758814512008176,0.0,0.05424002225003476
gehring_L3_state::9. MCE,0.348262979930192,0.34174775105562694,0.8979832759468765,0.12348833248168967,0.7836790105843222,0.7007209348385819
germ_cluster::1,0.05970625798212005,0.4209177265909629,0.6800936768149883,0.29999835165740846,0.0037418147801683817,0.01708628841607565
germ_cluster::10,0.7310575604587385,0.05410560546997144,0.7325381210034432,0.4828238955730013,0.9976536779519434,0.8150669818754925
germ_cluster::11,0.36100430846422343,0.16192399485955572,0.24636005902606983,0.0014508307496621353,0.0,0.2020751247701602
germ_cluster::12,0.6748539925293163,0.7968541461279198,0.9261098130841122,0.28741457437272305,0.7078573490597162,0.9096276595744681
germ_cluster::13,0.9534249563699826,0.0,0.002107728337236534,0.0,0.9987352908830969,0.23104606435875788
germ_cluster::14,0.07766143106457243,0.8965402139626484,0.10255779636005902,0.27130535018681934,0.26746948201913556,0.3688608005185545
germ_cluster::15,0.9337975243147657,0.08007722614464187,0.7519320843091336,0.230856188886239,0.0,0.2328163992869875
germ_cluster::2,0.3586448031801435,0.42317233328469284,0.7561562346286276,0.8419041302906098,1.0,0.924649938296997
germ_cluster::3,0.010855683269476373,0.004231723332846928,0.7967213114754098,0.050186144974085696,1.0,0.5246230627790912
germ_cluster::4,0.9345295642947803,0.05126895576333779,0.9197037540377584,0.9962303033560294,0.619003629165292,0.2293635315088602
germ_cluster::5,0.6823111443530292,0.8826121232410717,1.0,0.8060963187232958,1.0,0.9886181720508875
germ_cluster::6,0.5182576749167063,0.41760966471006344,0.792449581898672,0.9972564163716083,0.03554724041159962,0.28473286052009456
germ_cluster::7,0.8733224534429055,0.41439324398751604,0.004215456674473068,0.027678419349344237,1.0,0.4852159605100781
germ_cluster::8,0.31873545666084935,0.16963466128143934,0.048204623708804725,0.0,0.3261712306169581,0.0
germ_cluster::9,0.2523946360153257,0.3861447541222822,0.5802432933519998,0.990851455166981,0.3990785690719706,0.35659180457052797
germ_state_time::12hsl,0.20143433682373474,0.07270056912061686,0.5930383958797488,0.0,0.050808314087759814,0.0
germ_state_time::24hsl,0.5940560160946287,0.1454011382412337,0.6794549712582498,0.06601279910962717,0.3941378235110695,0.00030890464933018124
germ_state_time::48hsl,0.44590605002908673,0.134991974317817,0.8814352342967542,0.6971520758039956,0.9947424995476846,0.7975035460992907
germ_state_time::dry_seed,0.31411275243081527,0.16853313750688453,0.8051522248243559,0.011969353684712617,1.0,0.8176887776387152
