,columella/root cap (+QC) (cl4),cortex/endodermis (cl2),cotyledon mesophyll (cl13),cotyledon mesophyll (cl3),epidermis (cl6),hypocotyl cortex (early) (cl5),hypocotyl cortex (late) (cl1),hypocotyl cortex (mid) (cl7),provasculature (cl12),provasculature: protophloem (cl15),provasculature: protoxylem (cl9),radicle apical meristem (cl14),radicle epidermis (cl10),unassigned (cl11),unassigned (cl8)
stress: ug_root_dark,0.8180120441842483,1.696878364491635,0.8308805223085218,-1.8148726279611065,1.1848451845589036,0.9489937876794683,-1.740527538065676,0.7247890160364585,0.7583868071886372,-1.114556839975449,-1.7180123762333483,1.8081017133793607,1.0859964100965998,0.856560224309599,1.0648732531809757
stress: ug_root_light,-1.0944532605532786,-1.2236328251080302,-1.5129810053806878,-1.7819065969287433,-1.6267496732651732,0.6685541183743376,-1.2317425585106103,1.0848696942423444,-1.6904345884602503,-1.8081151523331531,-1.4653390017575945,0.8274001330078404,-1.6943076669071355,0.9038854126058623,1.1822029003136882
stress: ug_leaf_dark,-0.3590123458511804,-1.3158270269917605,1.8835881342590655,1.1120653359173043,-1.5317307778588616,0.6418747086863061,0.9596946145733166,1.7464196382155979,-1.590499823572705,0.9235834799020899,-1.5957779432460815,-1.520613647310497,-1.2656825085485854,-2.1653313806503207,-1.4539129963420536
stress: ug_leaf_light,0.7706340189367586,-0.9054068746219169,-1.55201548819316,-1.5493411994708224,0.5270349459356953,0.7893575338060547,-1.3110650239627444,-1.5780389052178836,1.14041539795846,1.2446984429613681,0.8904154022656239,1.3855730212754092,-1.0587249483292978,1.304158626435006,1.5033271253520661
stress: gcr_40cGy,-0.6398765539528808,1.0725526973416588,-0.08958989705264407,1.1607091547396544,1.6917787640538604,0.7443603459234166,1.816836162019587,0.5291309538634462,-1.9364249545981795,-2.2327205634468763,-1.5723108110611919,-1.425954789958,-0.6584415184406119,-2.554960783072275,-1.2523781043907123
stress: gcr_80cGy,-0.9195176342981355,-0.8556796461760824,-0.9354572774966169,1.1200067734046053,1.2184688783832136,-0.8394479240725337,1.5791878807560245,-1.0492220179922302,0.3579348777619227,-1.8211216404954893,1.5320928047783344,-1.303237190606529,1.0010603903810391,0.7710770186205651,1.7249287781841431
stress: rad_100Gy_co60_90m_a,-1.0703766727855222,0.7891295553176851,-1.3373038509721535,-0.6505247000243735,0.8100499560044948,0.5602017861312046,0.5814566739153386,-1.7800029731204718,1.607021953621825,0.9748422269126693,0.9979536873777771,-0.8871313425887002,-1.1040864623537503,1.1292430451633038,1.6562156012216465
stress: rad_100Gy_co60_1440m_a,-0.8437143411785619,-1.5924435024266566,-0.09480520216080293,-1.0063712243706073,-1.2143370116163605,0.39184664148954323,-1.1779770624704764,0.8340556402593237,0.5268119993481557,1.061082598355769,-0.9272538278519162,-1.7463558169081455,-0.4546908278822601,1.1601816721402638,0.9191647014985396
stress: rad_100Gy_co60_180m,-1.344635089151685,-1.242590414872465,-0.7589058181541274,-0.4022565418665996,-1.7911955945142664,-1.900615140108834,-0.727666161642712,-0.965685340191263,0.34898822743041596,-0.7454127568909313,-1.1429633828402705,0.5927568225599747,-1.72072859917934,0.8873895541551882,0.5224959561131
stress: rad_100Gy_co60_90m_b,-1.47352556650342,-1.0043277809000632,-1.4498979508230916,-1.8202023992047562,1.0046025623580253,-1.1652872792386675,-2.232235816339958,-1.6839045743316008,1.5458395612264773,0.650551308552942,1.0002150039861402,-1.0066728911093925,-1.2592948253148994,1.342137260429519,1.44936472616775
stress: rad_100Gy_co60_1440m_b,2.1318542648941508,1.7409064709990756,1.9487934076916884,1.3789404197189084,1.2940635891853813,1.949051878417806,0.7732748542460802,1.6314669424499195,1.4247711312038567,1.6762106836609019,2.108546278688751,1.3809971592079642,1.8596108440792596,0.5393516928575625,-1.8878815001346643
stress: rad_100Gy_co60_90m_c,-1.346580342120697,-1.831406167774199,-0.8618599112147206,0.7169640843467235,-1.8659936723662272,-1.66884808125771,0.7903389379204868,-1.0377727052144745,0.6033389757730161,-0.5669123707910249,-1.2410964525279409,-1.6144861899918481,-1.6212532950030418,0.7693269305068574,-1.1999661927195566
stress: rad_100Gy_co60_1440m_c,-0.8520095077296214,-0.7882824089295759,-0.15032012654544052,0.47896927656259514,-1.201806286415594,-0.9209535136894604,-0.5206028257607399,0.4702566392771552,1.007413925269566,1.4368477379831377,0.502128731118435,-1.439442934341035,1.1137270481493768,0.6817785548842329,-1.0559816721997433
stress: rad_10cGy_cs137_24h,-1.249511676442794,-0.6998544547784525,-1.3472867329064937,-1.2522661471671752,0.6220251640716141,-1.9927249928752466,-1.2289309681521234,-1.5677152579141538,-1.8123832494592966,0.23343042096093028,0.9208911140973982,0.7348928430361608,1.3328460907017072,0.6093084259171468,0.5238125216788505
stress: rad_100cGy_cs137_24h,-1.1706562253327562,1.4135860634972914,-1.2252325203570258,-1.2280110537024242,1.1704412536384134,-2.0339481994759487,-0.9497379506963705,-1.3671560934532796,-1.6282849753179172,-1.4423394317554123,-0.9027026669231508,0.9001005937487135,1.2109039187678055,0.4361254366492019,-1.0820582121285849
