,columella/root cap (+QC) (cl4),cortex/endodermis (cl2),cotyledon mesophyll (cl13),cotyledon mesophyll (cl3),epidermis (cl6),hypocotyl cortex (early) (cl5),hypocotyl cortex (late) (cl1),hypocotyl cortex (mid) (cl7),provasculature (cl12),provasculature: protophloem (cl15),provasculature: protoxylem (cl9),radicle apical meristem (cl14),radicle epidermis (cl10),unassigned (cl11),unassigned (cl8)
emb: 6. EMB unknown,1.08394987299163,-1.0060399592421063,-0.0034074840499220055,0.22858148090542788,0.3778852237130107,1.0701143534433364,0.5351230143962379,0.5221238540033013,-1.2747556601404946,0.021329627410526374,-0.6725676136735402,0.33318099659082717,0.5158551495693633,-1.0465617150253343,-0.8719668178172572
emb: 7. EMB hypoph,-0.09634693542829795,0.5688204235242623,-0.7603980728644835,-0.6629518306324746,0.10442473928827434,-0.1324406371798707,-0.7678429253901672,-0.6318466161156202,0.21149725867387778,-0.37673063942027646,0.2624017293614832,2.1448243222859733,-0.1549445624753142,0.1466349167128046,0.9370524087813789
emb: 8. EMB  s-phase,-0.18256492490720802,-0.7224544066360891,0.5990076996127848,0.9768774627079284,-0.05795740214362977,-0.33184621006927256,0.9044648852382252,0.2676849339355298,0.4548742961175536,0.300639425766775,0.26353715338970635,-0.7398219889926113,-0.36513094295239124,1.3800974020444254,0.5914979887857118
emb: 9. EMB g2/m-phase,-0.530107850589406,-0.19877496182984009,-0.08752165772786996,0.44903485207830296,-0.21236182852911328,-0.48870628535067584,0.34214760406602684,-0.12873257460130197,0.3218287813365363,-0.8167235859484733,-0.36269556365963407,-0.23353273051896395,-0.45583866262093553,0.5601855214433724,0.37155014998574487
stress: ug_root_dark,1.3598602112207185,1.5876214656604795,1.087523153351914,-1.1721748019861689,0.8597979501226062,0.926630092043952,-1.1249586059176684,0.7661629077038015,0.5258180892631535,-0.7510796475486353,-1.1583771274182353,1.5393824081866123,0.9929469388775498,0.35156603337950426,0.6729563548464973
stress: ug_root_light,-0.5054511747931046,-0.7153909930350772,-0.9126783621970801,-1.1454452895115876,-1.2144928827275039,0.7108261081229945,-0.7254172710628631,1.0442617694655736,-1.277102359140111,-1.2655349108110763,-0.9687855941665225,0.795348358127849,-1.1281610193319813,0.39196130630248555,0.7616138559743502
stress: ug_leaf_dark,0.21185664173877158,-0.7880920997159351,1.9858814121392228,1.2010446110820525,-1.1443914514560758,0.6902957640614625,0.9954859956768157,1.555192506805311,-1.203526380327501,0.7607355756933473,-1.0666594558816427,-0.9860316636135469,-0.8011607311250453,-2.2278243614741453,-1.2303076557008223
stress: ug_leaf_light,1.3136503428784942,-0.46444919515406496,-0.9459895585957655,-0.9568766478572499,0.3744898539244727,0.8037867737307471,-0.7877080323947622,-1.0123658012648213,0.8070828476474974,0.9989264817998379,0.7988366982491543,1.21882033268446,-0.6432717679632042,0.7336217687007682,1.0042641326884543
stress: gcr_40cGy,-0.0620825528693937,1.0953001916143068,0.3020132987491251,1.240485985166389,1.2337948202207645,0.7691605297533033,1.6685866016060273,0.615051538285315,-1.4582103247958746,-1.5804911079541744,-1.0490510728013718,-0.9142163281235886,-0.3378935268927913,-2.560399605572977,-1.0780223608318487
stress: gcr_80cGy,-0.3348287772704677,-0.4252360508747391,-0.4198319111022969,1.207483686267492,0.8846042694513809,-0.4496118902790439,1.481964913982646,-0.6039479568233873,0.23098933064123128,-1.2751826306530143,1.2803144275420568,-0.8211135185774122,0.9281488224242337,0.2786002925456211,1.1717124227499716
stress: rad_100Gy_co60_90m_a,-0.4819682215660284,0.8718026650551548,-0.7627592196435877,-0.22809838484075828,0.5832878744895766,0.6274468022525624,0.6984613236132308,-1.168347448712099,1.1506172932625405,0.7987573710030832,0.8795272276726628,-0.5054242961367219,-0.6778782950655886,0.5843194014345353,1.119790860613504
stress: rad_100Gy_co60_1440m_a,-0.2608944970495308,-1.0062221282793058,0.2975626684289652,-0.516625811821926,-0.9102300544509226,0.4978941215733928,-0.6831960205931822,0.8505521173007562,0.3553234353318777,0.862727209161015,-0.5650375009910724,-1.1572966682555932,-0.18245110071768228,0.6107276277002782,0.5628549746683779
stress: rad_100Gy_co60_180m,-0.7494644974412836,-0.7303402819026598,-0.26916665533636014,-0.0267976330455294,-1.3358150092057735,-1.2662014740364627,-0.32957351669431784,-0.5394305960820099,0.2244024481286693,-0.4772625609947472,-0.7268935151126202,0.6173302779228758,-1.1483176813925868,0.37788096709617625,0.26312118529104195
stress: rad_100Gy_co60_90m_b,-0.8751770394452518,-0.5424547444549238,-0.8588446267818474,-1.1764962863287622,0.7268216011725679,-0.7003518484929406,-1.5110898593062172,-1.094128372438772,1.1055723640864885,0.5582106616554087,0.8812239892876791,-0.5961175144166929,-0.7962875354722537,0.7660391206581717,0.9634886630312947
stress: rad_100Gy_co60_1440m_b,2.641308218483895,1.6223404827217733,2.04152620395007,1.4174322276145652,0.9403752548024655,1.696194970894603,0.8490933094194659,1.4664118090789982,1.0164369340662753,1.319005903291294,1.71285188105772,1.2153487392306577,1.5831412798773874,0.08080693737153648,-1.5582261661087424
stress: rad_100Gy_co60_90m_c,-0.7513617880759355,-1.194659685861109,-0.3570254859622436,0.8806886718969318,-1.3909982681918158,-1.0878520459200869,0.8624934824656685,-0.5951053805782163,0.41166566220722545,-0.34485774154805454,-0.80052691310473,-1.0572504415970192,-1.072427471728525,0.27710647309053676,-1.0384184820880349
stress: rad_100Gy_co60_1440m_c,-0.2689851372186584,-0.372088958813215,0.25018741414113443,0.6877177565536107,-0.9009853482513143,-0.5123320860157661,-0.1669697352499048,0.5695815065273477,0.7091618333976951,1.1414555444536696,0.5074887654614708,-0.9244494498947241,1.0141027820626456,0.20237796899879842,-0.9296198271671712
stress: rad_10cGy_cs137_24h,-0.6566864562591259,-0.30235778269849095,-0.7712783985023746,-0.7160022972676449,0.4445701281650715,-1.3370818642273983,-0.7232093706529941,-1.0043926032062582,-1.366885850480572,0.2488062003219019,0.8217039154425428,0.7251653636316896,1.1812698012377127,0.14051977585093856,0.2641160183616502
stress: rad_100cGy_cs137_24h,-0.5797752723331006,1.364227115737808,-0.6671199326388758,-0.6963357859214133,0.8491712619345,-1.3688039534613177,-0.5039632148919442,-0.849495996061539,-1.2313453232885951,-0.9942163478698554,-0.5466157252370908,0.8505044008311536,1.0882395052101295,-0.0073037060822278505,-0.9493239763285233
