Term,ug_root_dark,ug_root_light,ug_leaf_dark,ug_leaf_light,gcr_40cGy,gcr_80cGy
gehring_L3_state::9. MCE,1.4210064960619764,1.3065947806859768,-0.8113971811985375,-1.4213686851855998,-0.9272051185341703,-1.0847965585125545
germ_cluster::1,-1.609499765387896,-1.1072421956950387,1.0560801367571784,-1.1855470009093652,1.9022250659561841,1.6676256713484603
germ_cluster::10,0.9336075113186738,-1.5833234893223531,-1.1953012015264364,-1.0079483492102552,-0.6455830302284931,0.8567173240685312
germ_cluster::11,1.4622544794436858,1.5079934882238353,-1.4583535863214794,1.8948509039234458,-1.8349239350080644,1.3796363803652556
germ_cluster::12,1.0246849353722531,-0.8260889548434408,-0.7505601090454794,1.3134150740295603,-1.012003920998839,0.7220307783208882
germ_cluster::13,0.6494223092162641,-2.08766506964233,1.878740971713746,-2.133248304395803,-0.42547394113090736,-1.4132511215874357
germ_cluster::14,1.7461135527269716,0.7795442518723228,-1.5346337646244108,1.3296736583778366,-1.4413389770946081,-1.3203897846167316
germ_cluster::15,-0.8646402425782416,-1.5198367868166887,1.060767427495333,1.3641210321612156,-1.920956625004389,-1.5321238662803776
germ_cluster::2,1.4501208051640757,-1.0984896832088071,-1.1789437868344983,-0.820786931043522,0.9052973683886327,-0.7773920156512817
germ_cluster::3,-1.9539961344922154,-1.9194973449949944,1.1090300632365637,-1.6761187992622053,1.159935580623409,1.1173407385468788
germ_cluster::4,0.6881301434867088,-1.6460744632040527,-0.7484531747059032,0.6303042553439802,-1.0912539182182242,-1.4325618082724487
germ_cluster::5,1.0264810252388932,0.7715718064518067,0.7473212163048145,0.8813776136359741,0.8404768450706719,-0.599145908063877
germ_cluster::6,1.2834586285866718,-1.1050784619751108,-1.0243569613824441,0.7246284155029838,1.7141144372304633,1.312023000013646
germ_cluster::7,0.8050433103689207,1.2197276310820604,1.981596861336915,-1.8469918863060633,0.5797151116759796,-1.2379837252643853
germ_cluster::8,1.5707257270937822,1.7190719042161784,-1.6139110653663356,2.1250865162941657,-1.3590996727782372,2.405269392873171
germ_cluster::9,-1.3550335191805163,-1.1542213973770499,-1.2578877241534585,0.7180140184093385,-1.2392372248023988,1.227987025970051
germ_state_time::12hsl,1.6514246281395228,1.9367803586981018,-1.3149569059573325,1.9233816923942242,-1.6546566141709027,2.077607228493
