gene,log2FC
AT1G08070,-0.02742127367316121
AT1G08090,1.4483890083003788
AT1G08110,-0.42034770721407516
AT1G08120,-0.0658771637273737
AT1G08125,0.009297616899761886
AT1G08130,0.2478596523605109
AT1G08160,0.4170304054289733
AT1G08165,1.38339540328174
AT1G08170,-0.939793214749693
AT1G08180,-1.3862442878316352
AT1G08190,-0.17638656056359486
AT1G08200,1.2531344312407822
AT1G08210,-0.3394027264599351
AT1G08220,0.49885533337798965
AT1G08230,-2.0573723775697927
AT1G08250,-7.582797828536959
AT1G08260,-0.46968963560850197
AT1G08270,-0.12662281394759498
AT1G08280,0.023397373214728047
AT1G08290,0.02597489182169075
AT1G08300,-0.33152031108811764
AT1G08310,0.11002763390254684
AT1G08315,1.2194876009966793
AT1G08320,0.4789981051005913
AT1G08340,-0.004559387370168146
AT1G08350,-0.29413980055865946
AT1G08360,-0.0028097967242851083
AT1G08370,0.3363616247341059
AT1G08380,-0.4964336958837835
AT1G08390,0.09086787959327258
AT1G08400,0.3578641211140346
AT1G08410,0.235861218510441
AT1G08420,0.31883911072796345
AT1G08430,-0.934032913976669
AT1G08440,2.6551264287920437
AT1G08450,-0.1997826905277903
AT1G08460,-0.4807706878737768
AT1G08465,-0.19311411512258256
AT1G08470,-0.24239103197155315
AT1G08480,-0.03793850821524196
AT1G08490,0.0017796827305335955
AT1G08500,0.5481747727108249
AT1G08510,0.7284844287782718
AT1G08520,-0.3777501456918826
AT1G08530,-0.1477029295093933
AT1G08540,-0.456927586139084
AT1G08550,-0.7364296839296375
AT1G08560,-0.2514824777692462
AT1G08570,-0.5345417300490511
AT1G08580,0.37548108008747794
AT1G08590,-0.01619303341212045
AT1G08600,-0.32715836752752125
AT1G08610,0.08923533711235762
AT1G08620,0.3617831292008264
AT1G08630,1.7944995714127876
AT1G08640,-0.05684653016922616
AT1G08650,-0.5882953321294052
AT1G08660,-0.009081023679273551
AT1G08670,1.0470678427277484
AT1G08680,-0.5778399190301016
AT1G08700,-0.5615427634719395
AT1G08710,-0.04266429049022269
AT1G08720,0.4389703093987054
AT1G08730,-0.32859098605975967
AT1G08750,0.27467874476096915
AT1G08760,0.09589976344979986
AT1G08770,0.0259370489568678
AT1G08780,0.46899230202730735
AT1G08800,0.5327072036226868
AT1G08810,-0.08701063869771983
AT1G08820,0.6778682884430255
AT1G08830,0.04138700984513192
AT1G08840,0.04322712210646709
AT1G08845,0.0696318562308573
AT1G08860,4.748520285097092
AT1G08880,0.0866661592972046
AT1G08890,-0.2866682012095039
AT1G08900,-1.1718725617369714
AT1G08910,-0.7235354507172796
AT1G08920,1.0454245309363641
AT1G08930,2.3321541468556126
AT1G08940,1.2158493692424595
AT1G08960,0.5392714912218818
AT1G08970,0.23097357476786912
AT1G08980,-0.2428119388195129
AT1G08990,-0.049044614349106216
AT1G09000,-0.06161224889293054
AT1G09010,-0.5308967706621277
AT1G09020,0.19474129823269917
AT1G09030,-2.6724263804689485
AT1G09040,-0.28272159209178366
AT1G09050,-0.14058124036990677
AT1G09060,0.07880147717753297
