panel_source,panel_group,gene,rank,logfoldchanges,pvals_adj,score
germ_cluster,1,AT1G05190,32,2.2477240562438965,1.3403959705993794e-159,27.141651153564453
germ_cluster,1,AT1G55490,33,2.184218406677246,3.09687173922346e-159,27.10968780517578
germ_cluster,1,ATCG00470,34,2.1427204608917236,3.9165103414787774e-159,27.099937438964844
germ_cluster,1,AT3G63490,35,2.1262338161468506,1.2559926333605623e-158,27.055891036987305
germ_cluster,1,ATCG00380,36,2.251091718673706,3.5204106959579985e-158,27.016782760620117
germ_cluster,1,ATCG00540,37,2.6017472743988037,2.1279575937318554e-156,26.86372184753418
germ_cluster,1,AT2G38140,38,2.055548667907715,3.954835545683288e-153,26.5814266204834
germ_cluster,1,ATCG00040,39,2.3937315940856934,4.144231353345631e-147,26.054473876953125
germ_cluster,1,AT5G65220,40,1.9917271137237549,2.391776738055203e-142,25.62892723083496
germ_cluster,1,AT1G07320,41,2.0967068672180176,1.549806172150668e-140,25.464956283569336
germ_cluster,1,AT5G03860,42,1.7638888359069824,1.0862100375525774e-138,25.296850204467773
germ_cluster,1,AT3G11120,43,1.6143912076950073,1.86490274662651e-133,24.815643310546875
germ_cluster,1,AT3G27830,44,2.046741008758545,1.4374948241160967e-131,24.639310836791992
germ_cluster,1,AT5G14320,45,1.9793386459350586,2.7311112344430255e-130,24.518823623657227
germ_cluster,1,AT1G06950,46,2.25423526763916,2.1791933610406795e-127,24.244340896606445
germ_cluster,1,AT2G47400,47,1.9479328393936157,3.3827579231304616e-127,24.225360870361328
germ_cluster,1,AT3G15190,48,1.9353381395339966,9.171312225831582e-127,24.183372497558594
germ_cluster,1,AT1G75350,49,1.9499785900115967,4.598054915420767e-123,23.828235626220703
germ_cluster,1,AT5G38410,50,2.2347230911254883,1.6570900242376496e-121,23.676755905151367
germ_cluster,10,AT2G38540,1,5.075257301330566,5.80243795837789e-150,26.417631149291992
germ_cluster,10,AT5G02380,2,2.4427382946014404,2.639989614881469e-147,26.169803619384766
germ_cluster,10,AT2G38530,3,4.335640907287598,6.558128501209737e-147,26.124065399169922
germ_cluster,10,AT3G16420,4,3.991586208343506,8.612016088355925e-139,25.39076805114746
germ_cluster,10,AT1G27950,5,3.674191474914551,3.8501221860758426e-136,25.13774299621582
germ_cluster,10,AT2G42840,6,4.241161346435547,1.1171717975084636e-134,24.996822357177734
germ_cluster,10,AT1G54410,7,3.133053779602051,1.4704964640716893e-130,24.610288619995117
germ_cluster,10,AT1G54010,8,4.452897071838379,9.377824495813994e-120,23.567352294921875
germ_cluster,10,AT3G02480,9,1.5492955446243286,6.071939520985737e-113,22.883739471435547
germ_cluster,10,AT5G23820,10,4.285088539123535,8.788626636186509e-113,22.864789962768555
germ_cluster,10,AT3G09260,11,3.8601748943328857,1.7707992414217703e-111,22.728147506713867
germ_cluster,10,AT3G43720,12,3.3633694648742676,1.2443784022541112e-90,20.461017608642578
germ_cluster,10,AT2G41430,13,1.021454930305481,2.5942474682997146e-89,20.308752059936523
